City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country
419,sisimiut,66.9395,-53.6735,263.02,75,99,3.7,GL
420,maki,37.75,138.8833,285.12,59,83,4.74,JP
421,aromashevo,56.8602,68.6375,277.47,80,100,7.97,RU
422,kemsing,51.306,0.2292,285.98,82,81,6.3,GB
423,wynyard,-41.0,145.7167,293.82,33,79,3.26,AU
424,kirakira,-10.4544,161.9205,300.08,80,86,2.5,SB
425,amga,60.8953,131.9608,256.07,94,90,0.86,RU
426,glace bay,46.1969,-59.957,274.58,94,100,2.57,CA
427,pimenta bueno,-11.6725,-61.1936,297.2,80,69,0.64,BR
428,lagoa,39.05,-27.9833,290.25,74,100,2.43,PT
429,seydi,39.4816,62.9137,286.54,34,59,3.94,TM
430,berdigestyakh,62.0989,126.6992,260.85,97,99,2.03,RU
431,jijiga,9.35,42.8,292.3,48,85,2.21,ET
432,usak,38.5,29.4167,282.21,84,71,3.22,TR
433,salinopolis,-0.6136,-47.3561,298.86,82,70,3.7,BR
434,richards bay,-28.783,32.0377,291.11,75,100,4.74,ZA
435,lata,40.1629,-8.3327,287.08,95,47,1.14,PT
436,abalak,58.1286,68.5944,275.57,89,100,5.26,RU
437,yekaterinoslavka,50.3734,129.1139,268.46,73,35,1.6,RU
438,vozhega,60.4725,40.2213,273.91,99,100,1.77,RU
439,tromso,69.6496,18.957,265.16,86,0,1.03,NO
440,walvis bay,-22.9575,14.5053,288.68,88,0,0.0,NA
441,meerssen,50.8875,5.75,285.29,86,75,9.26,NL
442,katsuren-haebaru,26.3369,127.8719,297.36,49,75,4.12,JP
443,roma,43.2128,-75.4557,278.08,90,100,2.57,US
444,kiruna,67.8557,20.2251,255.66,85,75,0.0,SE
445,bodo,67.28,14.405,270.25,51,0,9.26,NO
446,susuman,62.7833,148.1667,242.01,99,72,0.63,RU
447,chinchani,19.8667,72.7,301.72,40,66,0.41,IN
448,jeddah,21.5169,39.2192,301.07,61,20,0.0,SA
449,kirillov,59.863,38.3813,274.25,99,100,1.95,RU
450,lerma,42.0261,-3.7598,285.46,94,97,2.8,ES
451,mingshui,36.7167,117.5,283.56,26,25,2.17,CN
452,copala,16.65,-98.9833,299.67,82,37,0.94,MX
453,bucerias,20.75,-105.3333,300.14,83,0,1.03,MX
454,upper hutt,-41.1383,175.0502,290.77,83,51,7.6,NZ
455,rio gallegos,-51.6226,-69.2181,275.18,69,0,7.2,AR
456,tome,-36.6167,-72.95,282.49,88,12,3.01,CL
457,puerto plata,19.7934,-70.6884,297.29,91,14,3.06,DO
458,mahibadhoo,3.7833,72.9667,300.78,73,62,1.08,MV
459,melfort,52.8667,-104.6177,275.22,69,68,7.72,CA
460,princeville,45.7668,-61.2985,275.01,90,100,0.0,CA
461,guiuan,11.0333,125.7247,302.08,75,77,3.27,PH
462,kozan,37.4552,35.8157,290.91,58,63,2.25,TR
463,camiri,-20.05,-63.5167,292.69,96,76,1.8,BO
464,sittwe,20.15,92.9,302.62,64,98,0.51,MM
465,bushehr,28.9684,50.8385,295.2,64,15,2.06,IR
466,jiuquan,39.7432,98.5174,278.95,26,65,4.15,CN
467,trinidad,-14.8333,-64.9,301.1,60,65,1.58,BO
468,fuglafjordur,62.244,-6.814,279.41,66,74,9.12,FO
469,bayanhongor,46.7167,100.1167,264.46,56,100,1.09,MN
470,nabire,-3.3667,135.4833,305.77,52,55,2.37,ID
471,lemvig,56.5486,8.3102,278.82,95,100,13.6,DK
472,woolgoolga,-30.1106,153.2007,302.06,73,2,6.61,AU
473,shimanovsk,52.0,127.7,269.64,53,99,0.9,RU
474,macka,40.8186,39.6136,290.79,77,100,2.65,TR
475,alliance,40.9153,-81.1059,281.1,65,0,4.36,US
476,shahba,32.8551,36.629,288.74,60,37,2.21,SY
477,orkney,-26.9802,26.6727,292.36,62,0,6.54,ZA
478,talara,-4.5772,-81.2719,293.76,84,17,7.78,PE
479,aykhal,66.0,111.5,264.62,94,100,3.69,RU
480,wladyslawowo,54.7909,18.4009,278.45,96,100,7.45,PL
481,ulsan,35.5372,129.3167,286.94,28,1,0.98,KR
482,tubbergen,52.4,6.7667,285.37,72,96,11.02,NL
483,chhindwara,22.0667,78.9333,297.79,40,100,2.31,IN
484,fonte boa,-2.4959,-66.2662,298.01,80,79,0.43,BR
485,nuuk,64.1835,-51.7216,270.49,86,100,4.63,GL
486,tegina,10.0706,6.1906,295.77,28,97,1.71,NG
487,manati,18.4275,-66.4921,299.19,94,4,3.07,PR
488,hilo,19.7297,-155.09,296.0,92,40,2.06,US
489,hacibektas,38.9408,34.5577,281.92,93,75,2.06,TR
490,kuanda,56.3161,116.0806,263.85,68,67,0.6,RU
491,ust'-kulom,61.6864,53.6902,275.53,99,100,3.31,RU
492,linfen,36.0889,111.5189,284.42,25,0,1.24,CN
493,mulki,13.1,74.8,302.75,61,65,3.6,IN
494,vredendal,-31.6683,18.5012,295.5,37,30,5.94,ZA
495,hemsby,52.6971,1.6918,284.28,90,45,10.62,GB
496,aswan,24.0934,32.907,298.56,42,50,4.56,EG
497,kandi,11.1342,2.9386,294.3,21,23,2.22,BJ
498,axim,4.8699,-2.2405,298.61,89,2,1.75,GH
499,okhotsk,59.3833,143.3,258.8,77,70,6.2,RU
500,bubaque,11.2833,-15.8333,300.99,67,30,3.39,GW
501,oskaloosa,41.2964,-92.6444,282.33,52,0,2.06,US
502,ouani,-12.1322,44.4258,300.93,74,56,1.98,KM
503,kirensk,57.7853,108.1119,270.91,91,100,4.92,RU
504,ndola,-12.9587,28.6366,292.34,90,76,0.89,ZM
505,acarau,-2.8856,-40.12,299.29,79,81,5.84,BR
506,poquoson,37.1224,-76.3458,285.92,88,0,0.45,US
507,itoman,26.1247,127.6694,297.36,54,40,5.66,JP
508,tsiombe,-25.3,45.4833,297.41,68,84,4.54,MG
509,hassi messaoud,31.6804,6.0729,286.07,50,0,0.51,DZ
510,bemidji,47.4736,-94.8803,281.24,58,0,5.14,US
511,puerto aysen,-45.4,-72.7,275.35,99,100,2.34,CL
512,shimoda,34.6667,138.95,290.35,68,76,1.8,JP
513,launceston,-41.45,147.1667,297.12,26,15,3.09,AU
514,faro,37.0194,-7.9322,293.13,94,0,2.06,PT
515,kapuskasing,49.4169,-82.4331,274.2,93,100,4.12,CA
516,luderitz,-26.6481,15.1594,289.64,73,0,2.03,NA
517,kyren,51.6828,102.1408,271.45,71,99,0.45,RU
518,lengshuitan,26.4111,111.5956,285.87,68,65,1.67,CN
519,lompoc,34.6391,-120.4579,285.66,92,0,3.6,US
520,daxing,39.7214,116.3292,283.13,18,2,1.79,CN
521,tazovsky,67.4667,78.7,255.34,98,61,3.68,RU
522,tibati,6.4667,12.6333,292.6,88,85,1.21,CM
523,nizhneangarsk,55.7833,109.55,266.48,76,100,0.45,RU
524,knyaze-volkonskoye,48.4642,135.4567,267.34,87,70,2.24,RU
525,wuhai,39.6647,106.8122,279.44,19,9,2.39,CN
526,mount gambier,-37.8333,140.7667,290.98,49,100,3.82,AU
527,mhango,-3.2833,32.85,293.44,85,65,1.74,TZ
528,toliara,-23.35,43.6667,298.67,62,13,4.26,MG
529,schroeder,-26.4125,-49.0731,295.47,99,88,0.51,BR
530,deqen,29.9618,90.7188,280.64,25,61,1.83,CN
531,mili,6.0815,171.735,301.36,78,100,6.92,MH
532,inirida,3.8653,-67.9239,296.88,96,100,0.49,CO
533,elliot lake,46.3834,-82.6331,274.36,76,60,3.06,CA
534,horta,38.5333,-28.6333,289.27,80,100,2.68,PT
535,chigorodo,7.6664,-76.6811,297.33,98,94,1.38,CO
536,formosa,-26.1775,-58.1781,297.14,99,100,2.57,AR
537,kununurra,-15.7667,128.7333,310.14,39,58,5.66,AU
538,alva,56.1528,-3.8051,280.74,96,100,0.45,GB
539,muroto-misakicho,33.2833,134.15,287.46,52,0,2.76,JP
540,daru,-9.0763,143.2092,301.4,64,28,4.92,PG
541,bac lieu,9.285,105.7244,302.22,76,100,8.01,VN
542,vinzili,56.9594,65.7708,277.57,80,100,6.64,RU
543,makhambet,47.6667,51.5833,280.83,55,100,4.36,KZ
544,selfoss,63.9331,-20.9971,279.29,76,78,8.2,IS
545,gongju,36.4556,127.1247,282.29,55,36,2.73,KR
546,tera,14.0078,0.7531,295.95,15,0,4.45,NE
547,miri,4.4148,114.0089,305.23,66,40,2.57,MY
548,childress,34.4264,-100.204,282.55,81,0,3.09,US
549,yorkton,51.2167,-102.4677,272.06,86,20,6.17,CA
550,kismayo,-0.3582,42.5454,301.32,74,91,2.79,SO
551,gargalianoi,37.0667,21.6333,286.68,77,7,3.29,GR
552,krasnokamensk,50.0979,118.0369,268.65,63,21,1.03,RU
553,msowero,-6.5333,37.2,297.81,80,95,1.1,TZ
554,paracale,14.2804,122.7881,299.92,88,96,6.21,PH
555,obo,5.3998,26.4869,294.64,96,98,1.49,CF
556,velizh,55.6056,31.1967,275.51,97,100,4.13,RU
557,xacmaz,41.4635,48.806,286.38,85,71,2.8,AZ
558,sarangani,5.4033,125.4636,301.87,72,26,2.27,PH
559,ugbokpo,7.6565,7.8664,297.77,84,100,0.56,NG
560,qamdo,31.1667,97.2333,276.04,27,31,2.4,CN
561,shibetsu,43.659,145.132,277.54,52,40,2.57,JP
562,mount zion,39.7714,-88.8742,282.05,65,0,0.0,US
563,nyala,12.05,24.8833,298.77,33,55,3.6,SD
564,tobati,-25.25,-57.0667,299.05,89,100,1.02,PY
565,koryazhma,61.3143,47.1691,275.88,97,100,3.98,RU
566,cedeira,43.6797,-8.0209,291.69,87,100,12.14,ES
567,kargopol',61.5071,38.9456,273.3,97,100,2.26,RU
568,ugoofaaru,5.6667,73.0,300.46,77,63,1.65,MV
569,yenifakili,39.2114,35.0004,284.13,85,100,1.74,TR
570,yaren,-0.5472,166.916,301.71,78,100,10.65,NR
